#,Name,Team,Bats,ESPN,YAHOO,G,PA,AB,R,HR,RBI,SB,H,1B,2B,3B,TB,SO,BB,HBP,SF,SH,CS,AVG,OBP,SLG,OPS,BABIP,RazzID
397,Jake Bauers,MIL,L,1B/OF,1B/OF,50,153,133,17.3,5.6,17.3,2.8,28.9,17.1,5.9,0.3,52.4,46.9,17.1,1.1,1.1,0.9,1.1,0.218,0.308,0.394,0.702,0.286,641343
398,Adam Duvall,ATL,R,OF,OF,48,152,139,18.6,7.2,21.7,1.1,30.1,16.5,5.9,0.5,58.8,49.0,10.2,1.8,1.2,0.6,0.4,0.217,0.277,0.424,0.701,0.274,10950
399,Nick Martini,CIN,L,DH,OF,51,152,132,18.9,5.1,18.0,0.6,32.3,20.2,6.3,0.7,55.2,38.0,15.2,2.6,1.1,0.8,0.2,0.244,0.329,0.417,0.747,0.301,605361
400,Andruw Monasterio,MIL,R,2B/3B,2B/3B,51,151,132,16.4,2.3,13.9,2.8,32.5,23.3,6.5,0.4,46.8,34.0,15.6,1.5,1.1,0.8,1.2,0.247,0.330,0.355,0.685,0.313,655316
401,Jordan Diaz,OAK,R,2B/3B,1B/2B/ 3B,47,151,140,16.4,4.7,17.6,0.6,35.8,22.9,8.0,0.2,58.3,30.3,7.8,1.4,1.1,0.7,0.3,0.255,0.297,0.416,0.713,0.292,672478
402,Randal Grichuk,ARI,R,OF,OF,50,150,138,16.7,4.6,17.7,1.0,34.5,22.6,6.7,0.5,56.1,33.6,8.6,1.4,1.1,0.7,0.4,0.249,0.297,0.407,0.704,0.296,10243
403,Jace Peterson,ARI,L,2B/3B,2B/3B,50,149,130,16.0,2.6,14.0,4.1,30.1,21.7,4.5,1.2,44.9,36.0,15.8,1.5,1.1,0.9,1.3,0.232,0.318,0.346,0.665,0.298,12325
404,Enmanuel Valdez,BOS,L,2B,2B,51,149,132,19.0,5.0,18.3,2.0,32.4,19.8,7.0,0.6,55.8,34.2,13.9,1.2,1.2,1.2,0.9,0.247,0.318,0.424,0.743,0.293,665839
405,Nick Gonzales,PIT,R,2B,2B/SS,51,149,132,16.1,2.7,14.3,1.1,30.8,20.0,7.0,1.1,48.1,41.4,12.9,2.4,1.1,0.9,0.5,0.233,0.309,0.364,0.674,0.315,693304
406,Matt Thaiss,LAA,L,C,C,51,148,127,17.6,4.5,16.2,1.1,28.4,18.3,5.1,0.4,48.0,38.1,17.2,1.8,1.1,0.9,0.4,0.224,0.321,0.379,0.701,0.281,642136
407,Will Brennan,CLE,L,OF,OF,44,148,136,15.8,2.5,15.6,3.5,37.4,25.3,9.2,0.4,55.0,21.4,8.7,1.5,1.1,0.8,1.4,0.276,0.322,0.405,0.728,0.309,686823
408,Pablo Reyes,BOS,R,2B/SS,2B/SS,50,147,132,17.4,3.2,16.1,3.7,34.1,23.2,7.1,0.6,51.9,26.7,12.1,1.1,1.1,0.9,1.4,0.258,0.321,0.394,0.715,0.299,622569
409,Trevor Larnach,MIN,L,OF,OF,50,147,128,17.8,4.8,16.5,0.8,29.1,17.5,6.1,0.7,50.9,46.9,16.9,1.6,1.1,0.6,0.4,0.228,0.323,0.400,0.723,0.316,663616
410,Brooks Lee,MIN,S,SS,SS,44,147,133,16.7,3.0,15.4,1.4,32.8,21.0,8.2,0.6,51.1,27.2,11.4,1.2,1.1,0.9,0.6,0.247,0.308,0.384,0.693,0.287,686797
411,Victor Scott II,STL,L,OF,OF,47,147,134,16.6,2.2,14.2,11.6,33.7,24.6,5.9,1.1,48.2,27.6,9.2,1.9,1.1,0.9,3.9,0.252,0.306,0.361,0.667,0.301,687363
412,Ildemaro Vargas,WSH,S,3B,2B/SS/ 3B/OF,50,146,134,15.5,2.6,15.2,1.3,35.1,23.8,7.9,0.9,52.4,17.3,9.2,1.1,1.1,0.9,0.5,0.262,0.311,0.393,0.703,0.283,13324
413,Travis Jankowski,TEX,L,OF,OF,49,146,125,16.4,1.4,13.3,5.8,31.7,23.1,6.6,0.5,43.8,27.6,17.7,1.3,1.1,0.9,1.9,0.254,0.348,0.350,0.698,0.312,13768
414,Richie Palacios,TB,L,OF,OF,44,146,127,17.1,2.7,14.9,2.5,31.4,20.3,7.8,0.6,48.6,25.9,16.2,1.8,1.0,0.6,0.9,0.249,0.339,0.385,0.724,0.290,680700
415,Sam Haggerty,SEA,S,OF,2B/OF,51,144,127,16.4,2.8,14.4,7.4,30.2,19.2,7.4,0.8,47.6,33.7,12.8,1.9,1.1,0.9,1.9,0.238,0.312,0.375,0.687,0.300,664059
416,Oswald Peraza,NYY,R,3B,2B/3B,40,144,129,17.4,4.5,16.9,4.6,31.7,21.5,5.4,0.4,51.3,31.9,10.5,2.3,1.1,0.9,1.6,0.246,0.309,0.397,0.706,0.291,672724
417,Sam Hilliard,COL,L,OF,OF,49,142,125,17.4,5.4,17.0,3.3,28.8,17.9,4.8,0.6,51.1,45.0,13.6,1.1,1.1,0.9,1.0,0.230,0.305,0.409,0.715,0.309,656541
418,Oscar Colas,CHW,L,OF,OF,44,142,130,16.0,4.9,16.8,1.5,32.6,20.6,6.9,0.2,54.4,36.3,8.5,1.3,1.1,1.0,0.7,0.250,0.298,0.418,0.716,0.307,693049
419,Troy Johnston,MIA,L,1B,1B,41,141,125,16.4,3.8,15.2,1.8,30.5,20.8,5.4,0.6,48.4,31.2,12.0,2.0,1.1,0.9,0.7,0.245,0.315,0.387,0.703,0.294,687859
420,Cristian Pache,PHI,R,OF,OF,50,139,125,16.3,3.7,15.1,2.8,28.7,18.2,6.1,0.7,47.1,36.9,11.0,1.0,1.1,1.0,1.3,0.230,0.293,0.377,0.670,0.293,665506
421,Matthew Batten,SD,R,2B,1B/2B/ 3B,47,139,122,14.2,2.1,11.9,4.1,26.3,18.8,5.1,0.3,38.3,38.3,13.4,1.0,1.1,0.9,1.5,0.215,0.294,0.314,0.607,0.291,676946
422,Chase DeLauter,CLE,L,OF,OF,46,136,125,13.4,2.4,12.9,1.5,29.6,20.7,6.3,0.3,43.6,26.2,7.3,1.4,1.0,0.8,0.6,0.237,0.282,0.349,0.631,0.279,800050
423,Cade Marlowe,SEA,L,OF,OF,40,130,116,13.1,3.4,13.3,4.6,24.8,15.1,5.4,0.8,42.2,41.5,10.1,1.2,1.0,0.9,1.7,0.213,0.278,0.362,0.640,0.295,687799
424,David Peralta,CHC,L,OF,OF,41,127,116,14.0,2.9,13.9,1.0,30.7,21.0,6.1,0.6,46.8,25.5,8.5,1.0,1.0,0.6,0.4,0.265,0.317,0.404,0.721,0.314,2136
425,Oswaldo Cabrera,NYY,S,OF,SS/3B/ OF,41,127,114,15.2,3.9,15.0,2.7,26.8,16.5,5.9,0.4,45.3,29.3,9.8,1.1,0.9,0.7,1.0,0.234,0.296,0.397,0.693,0.279,665828
426,Juan Yepez,WSH,R,OF,OF,40,125,113,14.3,5.0,16.2,0.6,27.3,16.1,5.9,0.4,48.9,29.1,9.1,1.3,0.9,0.5,0.3,0.241,0.301,0.432,0.732,0.279,660766
427,Casey Schmitt,SF,R,SS/3B,2B/SS/ 3B,41,125,115,13.1,2.7,12.5,1.2,27.9,19.9,4.9,0.4,41.7,28.7,6.8,1.4,1.0,0.8,0.5,0.242,0.288,0.361,0.649,0.296,669477
428,Eduardo Escobar,TOR,S,3B,1B/2B/ 3B,40,123,113,13.7,3.9,14.4,0.6,25.8,16.2,4.7,1.0,44.2,30.2,8.3,0.6,0.9,0.7,0.3,0.229,0.282,0.393,0.675,0.276,6153
429,Elvis Andrus,ARI,R,2B/SS,2B/SS,40,119,109,13.2,2.1,11.9,3.3,27.8,19.9,5.5,0.3,40.1,20.5,7.4,1.0,0.9,0.8,1.0,0.256,0.305,0.370,0.675,0.296,8709
430,Taylor Trammell,SEA,L,OF,OF,40,116,101,13.2,4.0,12.6,2.7,20.8,11.4,5.2,0.1,38.4,37.7,12.1,1.2,0.9,0.8,1.1,0.206,0.294,0.380,0.675,0.279,666211
431,Alex Jackson,TB,R,C,C,40,115,104,13.8,4.6,13.8,0.6,21.8,12.4,4.4,0.4,40.7,36.7,8.0,1.9,0.9,0.7,0.2,0.211,0.276,0.393,0.669,0.273,656577
432,Nasim Nunez,WSH,S,SS,SS,34,115,100,11.0,0.9,8.5,5.0,21.4,16.1,4.0,0.3,28.7,26.2,12.5,0.8,0.9,0.7,1.7,0.215,0.303,0.289,0.591,0.280,683083
433,Blake Sabol,SF,L,C/OF,C/OF,38,114,102,12.2,3.3,11.9,1.2,23.2,15.2,4.4,0.4,38.1,35.3,9.0,1.2,0.9,0.7,0.5,0.228,0.295,0.374,0.669,0.311,666165
434,Andrew Knizner,TEX,R,C,C,34,113,101,13.5,3.6,13.1,0.9,23.9,15.6,4.6,0.2,39.5,27.1,8.7,1.7,0.9,0.8,0.3,0.236,0.303,0.390,0.693,0.285,668800
435,Tony Kemp,CIN,L,2B/OF,2B/OF,34,112,98,13.5,2.2,11.7,3.0,24.7,16.8,5.1,0.5,37.5,13.7,11.0,1.5,0.8,0.9,1.0,0.252,0.332,0.384,0.716,0.273,14894
436,Brian Anderson,SEA,R,3B/OF,3B/OF,33,111,97,12.0,3.1,11.6,0.8,21.4,12.9,4.9,0.4,36.6,32.2,10.6,1.5,0.8,0.4,0.3,0.220,0.302,0.375,0.678,0.291,605119
437,Trey Lipscomb,WSH,R,3B,3B,34,111,104,11.0,2.1,11.0,1.4,25.2,17.3,5.5,0.4,37.6,22.0,4.5,0.8,0.8,0.7,0.6,0.243,0.276,0.363,0.639,0.287,702358
438,Tucker Barnhart,ARI,L,C,C,34,109,97,10.9,1.4,9.1,0.7,21.1,15.9,3.5,0.3,29.5,30.2,9.0,1.2,0.9,0.8,0.3,0.219,0.290,0.305,0.595,0.299,10200
439,Garrett Stubbs,PHI,L,C,C,34,109,95,12.2,2.2,10.4,1.6,20.8,14.4,3.6,0.6,32.4,26.2,11.1,1.1,0.8,0.7,0.6,0.219,0.304,0.340,0.645,0.276,596117
440,Vidal Brujan,MIA,S,2B,2B,34,109,97,12.2,2.1,10.8,5.8,23.1,16.1,4.1,0.8,35.0,21.7,9.0,1.2,0.8,0.8,2.1,0.237,0.305,0.359,0.664,0.282,660644
441,David Fletcher,ATL,R,DH,2B/SS,34,109,101,13.3,1.0,11.3,1.5,27.7,21.4,4.7,0.5,36.5,11.1,6.0,0.8,0.8,0.8,0.5,0.274,0.315,0.361,0.676,0.297,664058
442,Owen Miller,MIL,R,1B/2B/ 3B,1B/2B/ 3B/OF,36,109,100,11.4,2.2,11.1,1.9,25.1,17.3,5.5,0.2,37.5,22.6,7.1,1.3,0.8,0.5,0.7,0.251,0.307,0.375,0.682,0.302,680911
443,Garrett Hampson,KC,R,SS/OF,2B/SS/ OF,34,108,97,11.9,1.5,10.1,2.8,23.3,16.9,4.3,0.6,33.4,26.5,8.5,0.9,0.8,0.7,0.8,0.241,0.303,0.345,0.648,0.313,641658
444,Thomas Saggese,STL,R,2B,2B,31,103,94,12.1,2.7,11.8,1.0,23.8,15.6,5.0,0.5,37.9,24.9,6.4,1.1,0.8,0.6,0.4,0.252,0.304,0.403,0.706,0.312,695336
445,Jace Jung,DET,L,2B,2B,31,101,89,11.3,2.7,10.3,0.6,20.4,14.2,3.0,0.4,32.4,26.6,9.6,1.0,0.8,0.6,0.2,0.229,0.306,0.364,0.670,0.292,690291
446,Ryan Bliss,SEA,R,2B,2B,31,100,91,10.8,2.4,10.4,4.2,20.6,12.7,5.0,0.5,33.9,24.2,6.7,1.1,0.7,0.6,1.7,0.228,0.284,0.374,0.658,0.281,669208
447,Carlos Perez,OAK,R,C,C/1B,36,99,89,10.8,3.5,10.9,0.2,19.2,11.6,3.9,0.2,33.8,22.5,7.7,1.4,0.7,0.4,0.1,0.216,0.286,0.382,0.668,0.248,10642
448,J.P. Martinez,ATL,L,OF,OF,31,96,84,10.9,2.2,10.0,4.3,18.0,11.4,3.9,0.6,29.5,31.1,9.6,1.1,0.7,0.5,1.4,0.213,0.297,0.349,0.646,0.305,679881
449,Jose Miranda,MIN,R,3B,3B,30,93,85,11.2,2.8,11.1,0.4,22.2,14.5,4.6,0.2,35.7,16.6,6.1,1.3,0.7,0.3,0.2,0.261,0.317,0.420,0.737,0.292,669304
450,Jake Cave,PHI,L,OF,1B/OF,28,92,82,11.1,2.7,10.5,0.9,19.6,12.3,4.0,0.6,33.0,25.3,7.5,1.0,0.7,0.6,0.4,0.240,0.307,0.403,0.710,0.310,14477
451,Canaan Smith-Njigba,PIT,L,OF,OF,31,92,81,10.2,2.0,9.3,2.0,19.3,12.3,4.8,0.4,30.7,25.5,9.8,0.6,0.7,0.5,0.8,0.240,0.324,0.380,0.704,0.322,675986
452,Jasson Dominguez,NYY,S,OF,OF,24,92,81,10.5,2.7,10.7,2.7,18.7,11.9,3.7,0.4,31.3,25.5,9.5,0.7,0.7,0.4,1.0,0.231,0.312,0.387,0.700,0.299,691176
453,Zach DeLoach,CHW,L,OF,OF,31,91,81,9.8,2.6,9.3,0.8,17.5,10.9,3.8,0.2,29.7,28.6,7.9,0.8,0.7,0.6,0.3,0.218,0.290,0.369,0.658,0.298,676113
454,Forrest Wall,ATL,L,DH,2B,31,90,80,11.0,1.3,9.1,5.8,19.0,13.4,3.8,0.6,27.9,24.7,7.7,1.0,0.7,0.6,1.7,0.237,0.308,0.349,0.657,0.323,657088
455,Sam Huff,TEX,R,C,C,29,90,81,11.7,4.1,11.8,0.3,18.9,11.5,3.2,0.1,34.5,28.8,7.2,0.7,0.7,0.5,0.1,0.233,0.297,0.426,0.723,0.303,669087
456,Luis Guillorme,ATL,L,2B,2B,27,88,76,11.0,0.9,8.8,0.5,19.9,14.6,3.9,0.4,27.4,15.3,9.6,0.7,0.7,0.6,0.2,0.260,0.344,0.358,0.702,0.311,641645
457,Jack Hurley,ARI,L,OF,OF,27,88,81,7.7,1.6,7.4,1.5,15.7,11.6,2.2,0.3,23.3,27.7,4.6,1.0,0.7,0.6,0.6,0.195,0.242,0.288,0.530,0.270,694815
458,Jonathan Schoop,FA,R,2B/3B,2B/3B,26,87,80,9.5,2.3,9.7,0.5,19.8,13.2,4.0,0.2,31.2,18.9,4.9,0.9,0.6,0.5,0.2,0.247,0.294,0.389,0.682,0.293,11265
459,Cody Thomas,FA,L,DH,OF,27,87,80,9.7,2.7,9.9,0.5,17.8,10.7,3.8,0.6,30.9,25.1,5.5,0.8,0.7,0.5,0.2,0.224,0.277,0.389,0.665,0.289,642137
460,Deyvison De Los Santos,CLE,R,3B,3B,27,87,81,9.5,2.8,9.8,0.5,19.3,12.5,3.8,0.3,32.0,23.7,4.0,0.7,0.7,0.5,0.2,0.237,0.276,0.393,0.669,0.298,691277
461,Tyler Gentry,KC,R,DH,OF,28,87,76,10.5,2.2,9.3,1.1,18.5,12.6,3.6,0.2,29.1,21.3,8.8,1.3,0.7,0.5,0.4,0.245,0.329,0.384,0.713,0.310,694355
462,Xavier Isaac,TB,L,1B,1B,27,87,78,9.2,2.6,9.0,0.8,15.9,10.4,2.7,0.2,26.9,24.7,6.9,0.9,0.7,0.5,0.3,0.204,0.273,0.345,0.618,0.260,800060
463,Juniel Querecuto,FA,S,SS,SS,26,86,78,8.7,1.6,8.2,1.1,18.0,12.7,3.4,0.3,26.7,20.4,5.8,0.7,0.7,0.6,0.4,0.230,0.284,0.342,0.626,0.288,12140
464,Raimel Tapia,FA,L,OF,OF,26,86,78,9.5,1.5,8.6,2.8,20.0,14.4,3.7,0.4,28.9,17.4,6.1,0.4,0.6,0.5,0.9,0.255,0.308,0.369,0.678,0.308,14350
465,Mike Moustakas,CHW,L,1B/3B,1B/3B,30,86,78,9.7,2.9,9.8,0.3,17.5,10.6,3.9,0.1,30.4,22.5,6.2,1.0,0.6,0.3,0.1,0.226,0.289,0.393,0.682,0.276,4892
466,Adam Haseley,FA,L,OF,OF,27,86,78,9.6,1.8,8.9,1.5,18.8,13.1,3.4,0.5,28.7,17.6,6.0,0.9,0.7,0.5,0.6,0.241,0.299,0.368,0.667,0.287,656514
467,Blake Rutherford,FA,L,DH,OF,27,86,80,9.5,2.0,9.4,0.9,19.7,13.1,4.2,0.4,30.6,19.7,4.4,0.9,0.7,0.6,0.4,0.248,0.290,0.385,0.675,0.303,666164
468,Jose Fernandez,ARI,R,SS,SS,27,86,80,6.9,0.8,6.3,0.8,15.6,12.2,2.4,0.2,20.8,22.1,3.7,0.7,0.7,0.5,0.3,0.195,0.234,0.261,0.495,0.257,699912
469,Tyler Naquin,FA,L,OF,OF,26,85,78,9.4,2.4,9.4,0.8,18.0,11.4,3.8,0.4,29.9,24.6,5.3,0.9,0.6,0.5,0.3,0.232,0.286,0.385,0.670,0.305,13359
470,David Fry,CLE,R,C,C/1B/ OF,26,85,76,9.8,2.5,9.5,0.6,17.9,10.6,4.4,0.3,30.4,20.6,6.7,1.5,0.6,0.4,0.3,0.235,0.305,0.400,0.705,0.287,681807
471,Jack Brannigan,PIT,R,3B,P,27,85,77,8.2,2.3,7.9,1.4,14.8,10.1,2.1,0.2,24.1,27.8,6.5,0.9,0.6,0.5,0.6,0.192,0.261,0.315,0.576,0.264,687394
472,Luis Suisbel,SEA,S,3B,3B,27,85,79,6.8,1.8,6.7,0.6,12.8,8.7,2.1,0.2,20.5,31.2,4.1,1.3,0.6,0.5,0.2,0.162,0.213,0.261,0.474,0.238,692044
473,Termarr Johnson,PIT,L,SS,SS,27,85,73,8.4,1.7,7.2,0.8,13.8,9.5,2.4,0.1,21.7,25.9,10.0,0.9,0.6,0.5,0.3,0.189,0.290,0.297,0.587,0.260,702261
474,Brock Rodden,SEA,S,2B,2B,27,85,80,6.9,0.9,6.5,0.8,15.7,11.6,3.0,0.2,21.7,18.8,3.3,1.0,0.6,0.5,0.3,0.197,0.235,0.272,0.507,0.244,801126
475,Harold Castro,FA,L,2B,2B/OF,26,84,79,8.4,1.0,8.0,0.4,20.5,15.5,3.8,0.2,27.8,18.6,3.7,0.5,0.6,0.5,0.2,0.261,0.294,0.353,0.647,0.326,605612
476,Irving Lopez,FA,L,2B,2B,27,84,75,8.8,1.2,7.4,0.4,16.4,11.3,3.7,0.2,24.2,19.6,6.7,1.3,0.6,0.5,0.2,0.219,0.290,0.324,0.614,0.279,676761
477,Dairon Blanco,KC,R,OF,OF,26,84,76,10.0,1.7,8.9,7.6,19.5,13.7,3.3,0.7,29.3,20.2,6.0,1.5,0.6,0.5,2.2,0.258,0.319,0.388,0.707,0.328,680118
478,Jacob Burke,CHW,R,OF,OF,27,83,75,7.6,1.5,7.2,1.3,15.5,10.6,3.3,0.2,23.6,23.0,4.8,1.5,0.6,0.5,0.5,0.206,0.263,0.313,0.576,0.273,804240
479,Corey Dickerson,FA,L,OF,OF,25,82,76,9.0,1.9,9.1,0.6,19.2,12.9,4.0,0.4,29.8,16.5,4.6,0.7,0.6,0.4,0.3,0.254,0.299,0.394,0.694,0.299,10762
480,Bobby Dalbec,BOS,R,1B,1B,25,81,72,9.8,3.6,10.2,0.9,15.7,9.3,2.5,0.4,29.7,29.3,6.7,1.1,0.6,0.5,0.3,0.219,0.292,0.413,0.705,0.307,666915
481,Justin Foscue,TEX,R,2B,2B,25,80,70,9.5,1.9,8.6,1.2,16.2,10.2,3.8,0.3,26.5,15.0,7.7,1.2,0.7,0.6,0.6,0.232,0.314,0.378,0.692,0.267,679822
482,Blaze Alexander,ARI,R,SS,SS,25,79,71,8.3,1.6,7.4,0.9,15.6,10.8,2.9,0.3,23.8,24.7,6.1,1.2,0.6,0.5,0.4,0.219,0.289,0.336,0.625,0.309,677942
483,Drew Romo,COL,S,C,C,25,78,71,8.6,1.7,8.2,1.3,17.5,12.3,3.1,0.4,26.6,15.4,4.6,0.6,0.6,0.5,0.5,0.246,0.293,0.374,0.667,0.289,691011
484,Oscar Mercado,SD,R,OF,OF,24,75,68,8.1,1.8,7.8,2.8,15.6,10.0,3.4,0.4,25.2,16.8,5.3,1.0,0.6,0.5,0.9,0.231,0.292,0.373,0.665,0.278,640458
485,Eguy Rosario,SD,R,3B,3B,24,75,67,8.4,1.9,8.1,1.8,15.9,10.1,3.5,0.4,25.9,17.4,6.1,0.8,0.6,0.5,0.7,0.238,0.304,0.387,0.690,0.290,666703
486,Cal Mitchell,SD,L,OF,OF,22,75,68,8.1,2.1,8.3,0.9,16.4,10.1,4.0,0.1,26.9,18.8,5.4,0.7,0.6,0.4,0.4,0.242,0.302,0.398,0.700,0.302,668751
487,Alan Trejo,COL,R,2B,2B/SS/ 3B,24,75,68,8.5,2.1,8.6,1.1,17.0,11.1,3.4,0.3,27.5,17.6,4.2,0.8,0.6,0.5,0.5,0.249,0.295,0.401,0.697,0.302,676701
488,Carter Kieboom,WSH,R,3B,3B,23,74,65,8.3,2.1,7.8,0.4,14.9,9.9,2.7,0.2,24.4,18.9,7.0,1.0,0.6,0.3,0.2,0.228,0.308,0.374,0.682,0.285,666198
489,Alex Call,WSH,R,OF,OF,24,74,62,8.9,1.8,7.4,1.7,14.6,9.5,3.1,0.2,23.7,14.1,8.8,1.1,0.5,0.5,0.7,0.234,0.333,0.379,0.713,0.272,669743
490,Julio Carreras,COL,R,SS,SS,24,74,67,7.7,1.1,7.0,1.2,16.2,11.5,3.4,0.3,23.4,17.4,4.6,0.7,0.6,0.5,0.5,0.242,0.293,0.349,0.642,0.307,679734
491,Ji Man Choi,NYM,L,DH,1B,23,73,63,9.1,2.6,8.7,0.2,14.4,8.2,3.4,0.2,26.0,21.7,8.9,0.6,0.6,0.5,0.1,0.229,0.328,0.414,0.742,0.302,5452
492,Jake Alu,WSH,L,OF,2B/OF,24,73,67,7.9,1.3,7.5,1.4,17.2,11.4,4.2,0.2,25.8,14.6,4.9,0.7,0.6,0.5,0.5,0.258,0.312,0.388,0.699,0.310,666906
493,Ronny Mauricio,NYM,S,2B,2B/3B,23,73,68,8.4,2.4,9.1,1.9,17.3,11.0,3.6,0.2,28.6,15.8,4.0,0.6,0.5,0.4,0.8,0.255,0.300,0.423,0.723,0.297,677595
494,Nick Loftin,KC,R,1B,1B/2B,23,73,66,8.2,1.7,8.0,1.2,17.0,11.9,3.2,0.2,25.6,12.2,5.3,0.8,0.5,0.4,0.5,0.257,0.314,0.387,0.701,0.289,679845
495,Braden Shewmake,CHW,L,SS,SS,24,72,66,7.7,1.9,7.5,1.5,14.8,9.3,3.4,0.2,24.3,15.8,4.2,0.7,0.5,0.5,0.5,0.225,0.275,0.368,0.642,0.265,669699
496,Drake Baldwin,ATL,L,C,C,22,72,63,8.6,1.8,7.9,0.3,14.5,9.4,3.2,0.2,23.2,18.1,6.9,0.8,0.5,0.5,0.1,0.230,0.309,0.368,0.677,0.291,686948
497,Jacob Melton,HOU,L,OF,OF,22,72,64,8.7,2.7,8.9,2.7,14.8,9.5,2.4,0.2,25.7,18.8,5.6,0.6,0.5,0.5,1.0,0.230,0.293,0.400,0.693,0.279,689200
498,Miguel Sano,LAA,R,1B,1B,22,71,62,9.0,3.8,9.9,0.7,13.8,7.1,2.7,0.2,28.2,24.3,6.8,0.6,0.5,0.4,0.3,0.220,0.299,0.451,0.750,0.286,12164
499,Samad Taylor,SEA,R,OF,2B/OF,23,71,62,7.9,1.4,6.9,3.5,14.4,9.2,3.5,0.3,22.8,18.5,7.6,0.8,0.5,0.4,1.2,0.232,0.320,0.368,0.687,0.305,669392
500,Kolten Wong,BAL,L,2B,2B,23,70,62,8.5,1.6,7.7,1.8,15.6,10.1,3.6,0.2,24.5,12.9,5.3,1.4,0.5,0.5,0.6,0.250,0.317,0.395,0.712,0.289,12532
501,Jordan Luplow,PHI,R,DH,OF,22,70,61,8.9,2.8,8.6,0.9,13.5,7.7,2.8,0.1,25.0,17.6,7.7,0.9,0.5,0.4,0.4,0.221,0.314,0.410,0.725,0.259,656669
502,Jose Rodriguez,CHW,R,2B,2B,23,70,66,7.3,2.0,7.7,2.3,15.6,10.1,3.4,0.2,25.3,14.0,3.1,0.4,0.5,0.4,0.9,0.239,0.274,0.385,0.659,0.273,679563
503,Brett Bateman,CHC,L,OF,OF,22,70,63,6.1,1.0,5.4,1.1,12.0,9.3,1.5,0.2,16.9,18.6,5.0,0.8,0.5,0.4,0.4,0.190,0.254,0.267,0.521,0.249,703520
504,Leury Garcia,ATL,S,2B,2B/SS/ 3B/OF,22,69,63,8.0,0.8,6.9,0.8,15.7,11.6,3.0,0.3,21.8,15.0,3.9,0.7,0.5,0.4,0.3,0.249,0.296,0.346,0.641,0.312,5913
505,Bradley Zimmer,COL,L,OF,OF,22,69,60,7.0,1.4,6.1,2.4,12.4,8.8,1.9,0.3,19.0,24.8,5.2,1.7,0.5,0.4,0.8,0.204,0.281,0.313,0.594,0.317,605548
506,Willie Calhoun,LAA,L,DH,OF,22,69,62,8.7,2.5,8.8,0.3,16.0,10.3,3.0,0.2,26.8,11.0,5.7,0.6,0.5,0.3,0.1,0.258,0.322,0.434,0.757,0.276,641432
507,Eric Brown Jr.,MIL,R,SS,SS,22,69,63,6.1,0.9,5.4,2.5,12.8,9.8,2.0,0.1,17.8,15.6,4.7,0.9,0.5,0.4,1.0,0.203,0.265,0.282,0.547,0.254,687521
508,Jacob Young,WSH,R,OF,OF,24,69,63,7.7,0.7,6.3,2.9,16.0,11.6,3.2,0.4,22.2,12.5,4.8,0.8,0.5,0.5,0.8,0.255,0.312,0.354,0.666,0.305,696285
509,Cole Young,SEA,L,SS,SS,22,69,61,6.7,1.0,5.8,1.0,12.8,8.8,2.9,0.2,18.9,14.8,6.3,0.9,0.5,0.4,0.4,0.210,0.289,0.309,0.599,0.259,702284
510,Jason Delay,PIT,R,C,C,23,68,62,7.1,1.0,6.1,0.6,13.9,9.7,3.0,0.3,20.2,17.4,4.6,0.8,0.5,0.5,0.2,0.225,0.284,0.328,0.611,0.295,641511
511,Tim Locastro,SD,R,DH,OF,21,65,58,6.8,1.3,6.1,2.5,12.6,8.3,2.7,0.3,19.7,16.6,3.6,1.9,0.5,0.4,0.7,0.215,0.279,0.337,0.617,0.275,641796
512,Justyn-Henry Malloy,DET,R,3B,3B,21,65,55,8.0,1.8,6.8,0.4,13.2,9.0,2.3,0.1,21.2,17.3,8.9,0.7,0.5,0.4,0.1,0.241,0.349,0.387,0.736,0.314,669234
513,Jose Tena,CLE,L,SS,SS,21,65,60,6.6,1.2,6.2,1.0,13.9,9.0,3.5,0.2,21.3,18.5,4.1,0.6,0.5,0.4,0.4,0.232,0.285,0.356,0.641,0.314,677588
514,Daniel Vogelbach,TOR,L,DH,DH,19,61,51,7.8,2.4,7.5,0.1,12.0,7.4,2.1,0.1,21.5,15.1,8.6,0.4,0.5,0.3,0.1,0.233,0.342,0.418,0.761,0.279,14130
515,Luke Voit,NYM,R,DH,1B,20,61,54,7.3,2.3,7.1,0.3,11.6,7.1,2.0,0.1,20.7,20.4,6.1,0.9,0.4,0.2,0.1,0.216,0.305,0.387,0.691,0.296,572228
516,Jean Segura,FA,R,3B,3B,18,61,55,6.8,1.2,6.3,1.3,14.7,10.8,2.4,0.3,21.3,9.6,4.2,0.8,0.4,0.3,0.5,0.267,0.323,0.385,0.708,0.302,5933
517,Trey Mancini,MIA,R,1B,1B,19,60,53,6.6,1.7,6.5,0.1,12.9,8.6,2.5,0.1,20.7,15.1,4.9,0.8,0.4,0.3,0.1,0.242,0.311,0.390,0.701,0.304,15149
518,Eric Haase,MIL,R,C/OF,C/OF,19,60,55,6.5,2.1,6.8,0.5,12.0,7.6,2.1,0.2,20.8,18.0,4.2,0.4,0.5,0.3,0.2,0.218,0.276,0.379,0.655,0.281,606992
519,Michael Toglia,COL,S,1B,1B/OF,19,60,53,7.0,2.2,7.1,0.6,12.1,7.6,2.1,0.2,21.3,17.2,5.3,0.4,0.5,0.3,0.2,0.228,0.298,0.401,0.699,0.291,669911
